Parameter,Details
"domain_name
    
 ``string``

 Required  ","* Sets the intended domain name.        
* If dc=omnia,dc=test, provide ``omnia.test``
* If dc=dell,dc=omnia,dc=com, provide ``dell.omnia.com``  
                                   
    **Default values**: ``omnia.test``	"
